,price,propertyType,size_stand,exterior,rooms,bathrooms,distance_stand,status,floor,hasLift,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,exterior_False,exterior_True,rooms_0,rooms_1,rooms_2,rooms_3,rooms_4,bathrooms_1,bathrooms_2,bathrooms_3
18,695.0,699.2690909090627,-0.8300949442998812,685.0244668457999,686.5634946466964,696.2628205128204,-1.066334506462637,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19,675.0,699.2690909090627,-0.8300949442998812,698.5409252668918,686.5634946466964,696.2628205128204,0.5068014979430384,698.5391849529777,678.7293846351879,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
20,750.0,689.9858293313405,-0.6197104559757441,685.0244668457999,691.1211649178501,696.2628205128204,-1.1582763053576646,698.5391849529777,678.7293846351879,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,750.0,699.2690909090627,1.652442017924936,698.5409252668918,705.865660696275,692.1544016815556,1.980235342614476,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22,680.0,699.2690909090627,-0.914248739629536,685.0244668457999,686.5634946466964,696.2628205128204,-1.042683882952662,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,750.0,699.2690909090627,-0.3672490699867796,698.5409252668918,686.5634946466964,696.2628205128204,-0.3549680962016727,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24,750.0,689.6015306208776,0.0114430089966669,698.5409252668918,686.5634946466964,696.2628205128204,0.341247133373214,698.5391849529777,705.4414809607034,692.4620288280131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25,750.0,689.9858293313405,-1.4612484092722922,685.0244668457999,691.1211649178501,696.2628205128204,-1.1947869554011885,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,750.0,699.2690909090627,-0.8300949442998812,685.0244668457999,686.5634946466964,696.2628205128204,-1.0871766184308025,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,650.0,699.2690909090627,0.0955968043263218,698.5409252668918,702.1030205355191,696.2628205128204,-0.6546658409921362,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,750.0,689.9858293313405,-1.2508639209481551,698.5409252668918,691.1211649178501,696.2628205128204,-1.1650758596167825,698.5391849529777,697.8611002785186,692.4620288280131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,750.0,699.2690909090627,-0.8721718419647085,685.0244668457999,686.5634946466964,696.2628205128204,-1.083702933102775,698.5391849529777,700.5459478522897,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,700.0,699.2690909090627,0.0955968043263218,698.5409252668918,702.1030205355191,696.2628205128204,-0.606551603789031,698.5391849529777,697.8611002785186,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31,747.0,699.2690909090627,1.5262113249304536,698.5409252668918,705.865660696275,692.1544016815556,0.7325910442648302,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,640.0,689.9858293313405,-1.040479432624018,698.5409252668918,691.1211649178501,696.2628205128204,-0.6928763796004394,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,750.0,699.2690909090627,-1.2508639209481551,685.0244668457999,686.5634946466964,696.2628205128204,-1.0765338378513138,698.5391849529777,702.9558663434241,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
34,750.0,699.2690909090627,0.432211985644941,698.5409252668918,702.1030205355191,696.2628205128204,0.8872069954612913,698.5391849529777,705.4414809607034,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,625.0,699.2690909090627,-0.3251721723219523,698.5409252668918,702.1030205355191,696.2628205128204,1.7550370618804336,698.5391849529777,705.4414809607034,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,700.0,689.9858293313405,-0.8300949442998812,698.5409252668918,691.1211649178501,696.2628205128204,-1.1284173931763213,698.5391849529777,697.8611002785186,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,750.0,689.9858293313405,-0.8300949442998812,698.5409252668918,691.1211649178501,696.2628205128204,-1.0555439094862111,698.5391849529777,692.6055519261394,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,650.0,699.2690909090627,-1.040479432624018,685.0244668457999,686.5634946466964,696.2628205128204,-1.1513289347016096,698.5391849529777,705.4414809607034,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
39,720.0,699.2690909090627,0.432211985644941,698.5409252668918,705.865660696275,696.2628205128204,0.9164746420548852,698.5391849529777,705.4414809607034,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,699.0,699.2690909090627,-0.3251721723219523,698.5409252668918,686.5634946466964,696.2628205128204,-0.7100230816451713,698.5391849529777,697.8611002785186,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,750.0,699.2690909090627,0.221827497320804,698.5409252668918,702.1030205355191,696.2628205128204,-0.2673868810162968,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,695.0,699.2690909090627,0.221827497320804,698.5409252668918,702.1030205355191,696.2628205128204,-0.20656043367658,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,750.0,699.2690909090627,0.7688271669635603,698.5409252668918,702.1030205355191,692.1544016815556,0.2232157404187454,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,620.0,699.2690909090627,0.0114430089966669,698.5409252668918,702.1030205355191,696.2628205128204,-0.6443186932065221,698.5391849529777,674.4057218564246,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45,500.0,689.9858293313405,-1.33501771627781,685.0244668457999,691.1211649178501,696.2628205128204,-1.177344620562582,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,550.0,699.2690909090627,-0.914248739629536,698.5409252668918,686.5634946466964,696.2628205128204,-0.4257721503346601,698.5391849529777,674.4057218564246,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
47,750.0,699.2690909090627,-0.5776335583109167,685.0244668457999,686.5634946466964,696.2628205128204,-1.125091524245231,698.5391849529777,697.8611002785186,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
48,680.0,689.9858293313405,-0.19894147932747,698.5409252668918,691.1211649178501,696.2628205128204,-0.8574699375901711,698.5391849529777,678.7293846351879,692.4620288280131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,700.0,699.2690909090627,-0.409325967651607,698.5409252668918,686.5634946466964,692.1544016815556,1.1347255521328723,684.0522266367509,674.4057218564246,676.4782674330042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,750.0,693.5688858409724,-1.040479432624018,698.5409252668918,686.5634946466964,696.2628205128204,-0.9350735459822764,684.0522266367509,674.4057218564246,676.4782674330042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51,750.0,699.2690909090627,0.2639043949856314,698.5409252668918,702.1030205355191,696.2628205128204,-0.2503879953685023,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
52,650.0,699.2690909090627,0.221827497320804,698.5409252668918,686.5634946466964,696.2628205128204,0.9416773377327023,698.5391849529777,692.6055519261394,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
53,720.0,699.2690909090627,3.083056538529068,685.0244668457999,705.865660696275,692.1544016815556,0.2035561596260787,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54,600.0,699.2690909090627,-0.409325967651607,698.5409252668918,686.5634946466964,696.2628205128204,0.5713972634046575,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
55,650.0,699.2690909090627,0.0535199066614944,698.5409252668918,686.5634946466964,696.2628205128204,1.344181386593088,698.5391849529777,705.4414809607034,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
56,650.0,699.2690909090627,0.221827497320804,685.0244668457999,702.1030205355191,696.2628205128204,-0.3815011394519258,698.5391849529777,697.8611002785186,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57,700.0,699.2690909090627,-0.6197104559757441,698.5409252668918,686.5634946466964,696.2628205128204,-0.3235571118524872,698.5391849529777,697.8611002785186,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
58,625.0,699.2690909090627,0.0955968043263218,698.5409252668918,702.1030205355191,696.2628205128204,-0.3719669818494672,698.5391849529777,678.7293846351879,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59,595.0,699.2690909090627,-0.6197104559757441,698.5409252668918,686.5634946466964,696.2628205128204,-0.8984150795418152,698.5391849529777,678.7293846351879,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60,650.0,699.2690909090627,-0.19894147932747,698.5409252668918,686.5634946466964,696.2628205128204,-0.4585134822562816,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
61,725.0,699.2690909090627,-0.409325967651607,698.5409252668918,686.5634946466964,696.2628205128204,-0.6644956313884695,698.5391849529777,705.4414809607034,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
62,750.0,699.2690909090627,1.4841344272656265,698.5409252668918,705.865660696275,696.2628205128204,0.8709471917981836,698.5391849529777,700.4685595933847,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63,700.0,689.6015306208776,-1.2508639209481551,698.5409252668918,686.5634946466964,696.2628205128204,-0.3436601418359659,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
64,700.0,699.2690909090627,-1.3770946139426374,685.0244668457999,686.5634946466964,696.2628205128204,-1.131373721115068,698.5391849529777,697.8611002785186,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
65,650.0,699.2690909090627,-0.0306338886681604,698.5409252668918,702.1030205355191,696.2628205128204,1.0246023364145518,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66,550.0,699.2690909090627,-0.8300949442998812,698.5409252668918,686.5634946466964,696.2628205128204,0.0776904976339309,698.5391849529777,697.8611002785186,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
67,650.0,699.2690909090627,-0.19894147932747,698.5409252668918,686.5634946466964,696.2628205128204,-0.4732212137515473,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
68,750.0,699.2690909090627,0.221827497320804,698.5409252668918,702.1030205355191,696.2628205128204,-0.8217722777298027,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
69,725.0,699.2690909090627,0.432211985644941,698.5409252668918,702.1030205355191,696.2628205128204,-0.9298999720894692,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
70,700.0,699.2690909090627,0.8529809622932151,698.5409252668918,686.5634946466964,696.2628205128204,0.9431555017020756,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
71,650.0,699.2690909090627,-0.8300949442998812,698.5409252668918,686.5634946466964,696.2628205128204,-0.3307262071039484,698.5391849529777,678.7293846351879,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
72,695.0,699.2690909090627,1.2737499389414892,698.5409252668918,705.865660696275,696.2628205128204,-0.6629435592206274,698.5391849529777,674.4057218564246,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
73,750.0,699.2690909090627,-0.19894147932747,698.5409252668918,686.5634946466964,696.2628205128204,-0.7894743949989932,698.5391849529777,674.4057218564246,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
74,650.0,699.2690909090627,0.221827497320804,698.5409252668918,702.1030205355191,696.2628205128204,-0.6755079529603015,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
75,666.0,699.2690909090627,0.432211985644941,698.5409252668918,686.5634946466964,692.1544016815556,0.6033256051431236,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
76,750.0,699.2690909090627,0.7688271669635603,698.5409252668918,702.1030205355191,692.1544016815556,0.9812921321119104,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
77,630.0,699.2690909090627,0.6005195763042507,698.5409252668918,705.865660696275,696.2628205128204,1.4622127795475566,698.5391849529777,674.4057218564246,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
78,635.0,689.9858293313405,-0.19894147932747,698.5409252668918,691.1211649178501,696.2628205128204,-0.160441717832129,698.5391849529777,705.4414809607034,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,725.0,699.2690909090627,0.3901350879801136,698.5409252668918,702.1030205355191,696.2628205128204,1.4185330342525715,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
80,750.0,699.2690909090627,-1.040479432624018,685.0244668457999,686.5634946466964,696.2628205128204,-1.1706928827004015,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
81,690.0,699.2690909090627,0.221827497320804,698.5409252668918,702.1030205355191,696.2628205128204,-0.8850376956189856,698.5391849529777,697.8611002785186,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
82,700.0,689.9858293313405,-1.2508639209481551,685.0244668457999,691.1211649178501,696.2628205128204,-1.1572415905791031,698.5391849529777,705.4414809607034,703.5664722555067,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,730.0,699.2690909090627,0.1797505996559766,698.5409252668918,705.865660696275,696.2628205128204,0.26135237082858,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
84,750.0,699.2690909090627,-0.3672490699867796,698.5409252668918,686.5634946466964,696.2628205128204,-0.9802314552466348,698.5391849529777,705.3356790415805,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
85,750.0,699.2690909090627,-0.4934797629812619,685.0244668457999,686.5634946466964,696.2628205128204,0.2828596565829634,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
86,690.0,699.2690909090627,-1.040479432624018,698.5409252668918,686.5634946466964,696.2628205128204,-0.8792728561384292,698.5391849529777,674.4057218564246,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
87,750.0,699.2690909090627,0.6005195763042507,698.5409252668918,705.865660696275,696.2628205128204,-0.2721170057182918,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
88,700.0,693.5688858409724,-1.040479432624018,698.5409252668918,686.5634946466964,696.2628205128204,-1.1712102400896822,698.5391849529777,678.7293846351879,692.4620288280131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
89,720.0,699.2690909090627,-0.7459411489702263,698.5409252668918,686.5634946466964,696.2628205128204,-0.6183030073455497,698.5391849529777,711.3898966358639,703.5664722555067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
90,595.0,699.2690909090627,-0.19894147932747,698.5409252668918,686.5634946466964,696.2628205128204,0.9608195611360882,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
91,700.0,699.2690909090627,-0.6197104559757441,685.0244668457999,686.5634946466964,696.2628205128204,-1.151920200289359,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
92,500.0,699.2690909090627,-0.6197104559757441,698.5409252668918,686.5634946466964,696.2628205128204,1.144777067124612,698.5391849529777,674.4057218564246,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
93,700.0,699.2690909090627,0.642596473969078,698.5409252668918,702.1030205355191,696.2628205128204,2.011498510566724,698.5391849529777,705.3356790415805,692.4620288280131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
